node; dblp_id; gender; phd; phd_rank; job_rank; excel_index; name; gs_id; followup_title; job; year_of_job; followup_department; followup_location
166; Mazi=egrave=res:David; M; MIT; 3.52; 2.23; 2479; David Mazieres; nan; no_followup; Stanford University; 2000; no_followup; no_followup
167; Chin:David_N=; M; UC Berkeley; 2.31; 154.88; 1073; David N. Chin; nan; no_followup; University of Hawaii, Manoa; 1988; no_followup; no_followup
168; Cheriton:David_R=; M; University of Waterloo; 67.81; 2.23; 2460; David Cheriton; nan; no_followup; Stanford University; 1978; no_followup; no_followup
169; Musser:David_R=; M; University of Wisconsin, Madison; 14.12; 79.68; 2070; David R. Musser; nan; no_followup; Rensselaer Polytechnic Institute; 1970; no_followup; no_followup
170; Toman:David; M; Kansas State University; 109.31; 67.81; 2411; David Toman; cCoKzk8AAAAJ; no_followup; University of Waterloo; 1998; no_followup; no_followup
171; Embley:David_W=; M; University of Illinois, Urbana Champaign; 13.43; 166.53; 95; David W. Embley; nan; no_followup; Brigham Young University; 1976; no_followup; no_followup
172; Walker:David; M; Cornell University; 8.29; 9.32; 1981; David Walker; UEI2g60AAAAJ; no_followup; Princeton University; 2002; no_followup; no_followup
173; Zuckerman:David; M; UC Berkeley; 2.31; 19.44; 541; David Zuckerman; MCe-I6wAAAAJ; no_followup; University of Texas, Austin; 1994; no_followup; no_followup
174; Engler:Dawson_R=; M; MIT; 3.52; 2.23; 2463; Dawson Engler; Bz-b2a0AAAAJ; no_followup; Stanford University; 1998; no_followup; no_followup
175; Estrin:Deborah; F; MIT; 3.52; 17.82; 81; Deborah Estrin; 3_WYcR4AAAAJ; no_followup; UCLA; 1986; no_followup; no_followup
176; Gracanin:Denis; M; University of Louisiana, Lafayette; 100.62; 112.4; 2266; Denis Gracanin; dhwyJggAAAAJ; no_followup; Virginia Tech; 1999; no_followup; no_followup
177; Kafura:Dennis_G=; M; Purdue University; 38.27; 112.4; 2268; Dennis G. Kafura; rWuQTEcAAAAJ; no_followup; Virginia Tech; 1974; no_followup; no_followup
178; Corneil:Derek_G=; M; University of Toronto; 24.79; 24.79; 2152; Derek G. Corneil; nan; no_followup; University of Toronto; 1970; no_followup; no_followup
179; Ranjan:Desh; M; Cornell University; 8.29; 142.05; 1802; Desh Ranjan; nan; no_followup; Old Dominion University; 1993; no_followup; no_followup
180; Subramanian:Devika; F; Stanford University; 2.23; 16.44; 2080; Devika Subramanian; 7eC3KMkAAAAJ; no_followup; Rice University; 1989; no_followup; no_followup
181; Panda:Dhabaleswar_K=; M; University of Southern California; 26.17; 42.17; 1752; Dhabaleswar K. Panda; 7FXtL98AAAAJ; no_followup; Ohio State University; 1991; no_followup; no_followup
182; Litman:Diane_J=; F; University of Rochester; 25.64; 46.81; 1914; Diane J. Litman; nan; no_followup; University of Pittsburgh; 1990; no_followup; no_followup
183; Souvaine:Diane_L=; F; Princeton University; 9.32; 146.5; 65; Diane L. Souvaine; QTRDjTUAAAAJ; no_followup; Tufts University; 1986; no_followup; no_followup
184; Sarkar:Dilip; M; Washington State University, Pullman; 83.35; 120.24; 1296; Dilip Sarkar; nan; no_followup; University of Miami; 1988; no_followup; no_followup
185; Metaxas:Dimitris_N=; M; University of Toronto; 24.79; 40.46; 2194; Dimitris Metaxas; a7VNhCIAAAAJ; no_followup; Rutgers University; 1992; no_followup; no_followup
186; Samaras:Dimitris; M; University of Pennsylvania; 15.31; 36.01; 2288; Dimitris Samaras; BxbKTYkAAAAJ; no_followup; State University of New York, Stony Brook; 2000; no_followup; no_followup
187; Ghosal:Dipak; M; University of Louisiana, Lafayette; 100.62; 61.39; 156; Dipak Ghosal; Pjjq5SQAAAAJ; no_followup; UC Davis; 1995; no_followup; no_followup
188; Grunwald:Dirk; M; University of Illinois, Urbana Champaign; 13.43; 68.17; 410; Dirk C. Grunwald; 3Ws6G2AAAAAJ; no_followup; University of Colorado, Boulder; 1989; no_followup; no_followup
189; Agrawal:Divyakant; M; State University of New York, Stony Brook; 36.01; 56.76; 285; Divyakant Agrawal; XcaEg-cAAAAJ; no_followup; UC Santa Barbara; 1987; no_followup; no_followup
190; Precup:Doina; F; University of Massachusetts, Amherst; 26.95; 69.84; 1280; Doina Precup; j54VcVEAAAAJ; no_followup; McGill University; 2000; no_followup; no_followup
191; Kraft:Donald_H=; M; Purdue University; 38.27; 102.17; 1192; Donald H. Kraft; nan; no_followup; Louisiana State University; 1970; no_followup; no_followup
192; Bowman:Doug_A=; M; Georgia Tech; 39.69; 112.4; 2262; Doug A. Bowman; KXCqonwAAAAJ; no_followup; Virginia Tech; 1999; no_followup; no_followup
193; Schmidt:Douglas_C=; M; UC Irvine; 37.36; 92.5; 2218; Douglas C. Schmidt; 8GA4R2wAAAAJ; no_followup; Vanderbilt University; 1994; no_followup; no_followup
194; DeCarlo:Douglas; M; University of Pennsylvania; 15.31; 40.46; 2187; Douglas DeCarlo; X4Zr5cMAAAAJ; no_followup; Rutgers University; 1999; no_followup; no_followup
195; Radev:Dragomir_R=; M; Columbia University; 22.53; 29.37; 1399; Dragomir R. Radev; vIqWvgwAAAAJ; no_followup; University of Michigan; 2000; no_followup; no_followup
196; Keogh:Eamonn_J=; M; UC Irvine; 37.36; 71.14; 249; Eamonn Keogh; slVcOQIAAAAJ; no_followup; UC Riverside; 2001; no_followup; no_followup
197; Durfee:Edmund_H=; M; University of Massachusetts, Amherst; 26.95; 29.37; 1389; Edmund Durfee; nan; no_followup; University of Michigan; 1988; no_followup; no_followup
198; Clarke:Edmund_M=; M; Cornell University; 8.29; 9.28; 179; Edmund Clarke; nan; no_followup; Carnegie Mellon University; 1976; no_followup; no_followup
199; Fox:Edward_A=; M; Cornell University; 8.29; 112.4; 2265; Ed Fox; uDwy_JgAAAAJ; no_followup; Virginia Tech; 1983; no_followup; no_followup
200; Lazowska:Edward_D=; M; University of Toronto; 24.79; 11.06; 2303; Ed Lazowska; NhY4TT4AAAAJ; no_followup; University of Washington; 1977; no_followup; no_followup
201; Omiecinski:Edward; M; Northwestern University; 44.47; 39.69; 874; Edward Omiecinski; nan; no_followup; Georgia Tech; 1983; no_followup; no_followup
202; Felten:Edward_W=; M; University of Washington; 11.06; 9.32; 1973; Edward Felten; watx0IAAAAAJ; no_followup; Princeton University; 1993; no_followup; no_followup
203; Varki:Elizabeth; F; Vanderbilt University; 92.5; 156.98; 1489; Elizabeth Varki; nan; no_followup; University of New Hampshire; 1997; no_followup; no_followup
204; Rundensteiner:Elke_A=; F; UC Irvine; 37.36; 140.75; 2501; Elke A. Rundensteiner; nan; no_followup; Worcester Polytechnic Institute; 1996; no_followup; no_followup
205; Koffman:Elliot_B=; M; Case Western Reserve University; 70.82; 156.16; 2534; Elliot B. Koffman; nan; no_followup; Temple University; 1972; no_followup; no_followup
206; Horowitz:Ellis; M; University of Wisconsin, Madison; 14.12; 26.17; 2359; Ellis Horowitz; nan; no_followup; University of Southern California; 1970; no_followup; no_followup
207; Pontelli:Enrico; M; New Mexico State University; 137.49; 137.49; 1545; Enrico Pontelli; vEbcIKYAAAAJ; no_followup; New Mexico State University; 1997; no_followup; no_followup
208; Allender:Eric; M; Georgia Tech; 39.69; 40.46; 2184; Eric Allender; dQwv9e4AAAAJ; no_followup; Rutgers University; 1985; no_followup; no_followup
209; Ringger:Eric_K=; M; University of Rochester; 25.64; 166.53; 105; Eric K. Ringger; XkkU-hwAAAAJ; no_followup; Brigham Young University; 2005; no_followup; no_followup
210; Paulos:Eric; M; UC Berkeley; 2.31; 9.28; 205; Eric Paulos; K__JmtcAAAAJ; no_followup; Carnegie Mellon University; 2008; no_followup; no_followup
211; Demaine:Erik_D=; M; University of Waterloo; 67.81; 3.52; 1200; Erik Demaine; 6Ff2c8wAAAAJ; no_followup; MIT; 2001; no_followup; no_followup
212; Goodman:Erik_D=; M; University of Michigan; 29.37; 66.24; 1339; Erik D. Goodman; nan; no_followup; Michigan State University; 1972; no_followup; no_followup
213; Winfree:Erik; M; California Institute of Technology; 5.24; 5.24; 266; Erik Winfree; 5GQF2FwAAAAJ; no_followup; California Institute of Technology; 1999; no_followup; no_followup
214; Lloyd:Errol_L=; M; MIT; 3.52; 87.66; 951; Errol L. Lloyd; nan; no_followup; University of Delaware; 1980; no_followup; no_followup
215; Miller:Ethan_L=; M; UC Berkeley; 2.31; 79.49; 312; Ethan L. Miller; I-PuWrcAAAAJ; no_followup; UC Santa Cruz; 1994; no_followup; no_followup
216; Munson:Ethan_V=; M; UC Berkeley; 2.31; 102.07; 1775; Ethan Munson; LbUcU9EAAAAJ; no_followup; University of Wisconsin, Milwaukee; 1994; no_followup; no_followup
217; Charniak:Eugene; M; MIT; 3.52; 21.92; 137; Eugene Charniak; nan; no_followup; Brown University; 1978; no_followup; no_followup
218; Fink:Eugene; M; Carnegie Mellon University; 9.28; 9.28; 221; Eugene Fink; nan; no_followup; Carnegie Mellon University; 1999; no_followup; no_followup
219; Santos:Eunice_E=; M; UC Berkeley; 2.31; 142.2; 602; Eunice Santos; nan; no_followup; University of Texas, El Paso; 1995; no_followup; no_followup
220; Smirni:Evgenia; F; Vanderbilt University; 92.5; 75.2; 393; Evgenia Smirni; nan; no_followup; College of William and Mary; 1997; no_followup; no_followup
221; Bacchus:Fahiem; M; University of Alberta; 86.24; 24.79; 2144; Fahiem Bacchus; Yy4QD_AAAAAJ; no_followup; University of Toronto; 1988; no_followup; no_followup
222; Jahanian:Farnam; M; University of Texas, Austin; 19.44; 29.37; 1406; Farnam Jahanian; nan; no_followup; University of Michigan; 1993; no_followup; no_followup
223; Bastani:Farokh_B=; M; UC Berkeley; 2.31; 125.87; 553; Farokh B. Bastani; nan; no_followup; University of Texas, Dallas; 1980; no_followup; no_followup
224; Makedon:Fillia; F; Northwestern University; 44.47; 106.62; 511; Fillia Makedon; nan; no_followup; University of Texas, Arlington; 1983; no_followup; no_followup
225; Guimbreti=egrave=re:Fran=ccedil=ois; M; Stanford University; 2.23; 8.29; 587; Francois Guimbretiere; PxZT1sgAAAAJ; no_followup; Cornell University; 2002; no_followup; no_followup
226; Berman:Francine; F; University of Washington; 11.06; 79.68; 2057; Francine Berman; nan; no_followup; Rensselaer Polytechnic Institute; 1979; no_followup; no_followup
227; Pelletier:Francis_Jeffry; M; UCLA; 17.82; 86.24; 771; Francis Jeffry Pelletier; nan; no_followup; University of Alberta; 1971; no_followup; no_followup
228; Quek:Francis_K=_H=; M; University of Michigan; 29.37; 112.4; 2274; Francis Quek; pPUjlKwAAAAJ; no_followup; Virginia Tech; 1993; no_followup; no_followup
229; Friedman:Frank_L=; M; Purdue University; 38.27; 156.16; 2532; Frank L. Friedman; nan; no_followup; Temple University; 1974; no_followup; no_followup
230; Shipman_III:Frank_M=; M; University of Colorado, Boulder; 68.17; 63.14; 2583; Frank Shipman; w0hg2MoAAAAJ; no_followup; Texas A&M; 1995; no_followup; no_followup
231; Tompa:Frank_Wm=; M; University of Toronto; 24.79; 67.81; 2412; Frank W. Tompa; nan; no_followup; University of Waterloo; 1974; no_followup; no_followup
232; Schneider:Fred_B=; M; State University of New York, Stony Brook; 36.01; 8.29; 593; Fred Schneider; sxjynOsAAAAJ; no_followup; Cornell University; 1978; no_followup; no_followup
233; Harris_Jr=:Frederick_C=; M; Clemson University; 151.45; 182.47; 1457; Frederick C. Harris Jr.; yhbUkg0AAAAJ; no_followup; University of Nevada, Reno; 1994; no_followup; no_followup
234; Robins:Gabriel; M; UCLA; 17.82; 38.11; 656; Gabriel Robins; YTJrQA4AAAAJ; no_followup; University of Virginia; 1992; no_followup; no_followup
235; Agrawal:Gagan; M; University of Maryland, College Park; 28.65; 42.17; 1744; Gagan Agrawal; kOUPR1sAAAAJ; no_followup; Ohio State University; 1996; no_followup; no_followup
236; Murphy:Gail_C=; F; University of Washington; 11.06; 51.75; 848; Gail Murphy; EGA1deoAAAAJ; no_followup; University of British Columbia; 1996; no_followup; no_followup
237; Kaiser:Gail_E=; F; Carnegie Mellon University; 9.28; 22.53; 485; Gail Kaiser; LIdVlPsAAAAJ; no_followup; Columbia University; 1985; no_followup; no_followup
238; Ahn:Gail=Joon; M; George Mason University; 97.34; 108.72; 0; Gail-Joon Ahn; _dzO69sAAAAJ; no_followup; Arizona State University; 2000; no_followup; no_followup
239; Gopalakrishnan:Ganesh; M; State University of New York, Stony Brook; 36.01; 59.1; 1695; Ganesh Gopalakrishnan; uvoOgnwAAAAJ; no_followup; University of Utah; 1986; no_followup; no_followup
240; Tyson:Gary_S=; M; UC Davis; 61.39; 74.98; 821; Gary Tyson; vC_bjb0gU4EC; no_followup; Florida State University; 1997; no_followup; no_followup
241; Leavens:Gary_T=; M; MIT; 3.52; 81.51; 1855; Gary T. Leavens; NuVArIYAAAAJ; no_followup; University of Central Florida; 1989; no_followup; no_followup
242; Biswas:Gautam; M; Michigan State University; 66.24; 92.5; 2213; Gautam Biswas; -m5wrTkAAAAJ; no_followup; Vanderbilt University; 1983; no_followup; no_followup
243; Xie:Geoffrey_G=; M; University of Texas, Austin; 19.44; 142.23; 1499; Geoffrey Xie; kEM42bEAAAAJ; no_followup; Naval Postgraduate School; 1996; no_followup; no_followup
244; Bebis:George; M; University of Central Florida; 81.51; 182.47; 1452; George Bebis; -uRoVEUAAAAJ; no_followup; University of Nevada, Reno; 1998; no_followup; no_followup
245; Necula:George_C=; M; Carnegie Mellon University; 9.28; 2.31; 118; George Necula; _fiHvDAAAAAJ; no_followup; UC Berkeley; 1998; no_followup; no_followup
246; Karypis:George; M; University of Minnesota, Minneapolis; 38.94; 38.94; 1304; George Karypis; ElqwScwAAAAJ; no_followup; University of Minnesota, Minneapolis; 1999; no_followup; no_followup
247; Kollios:George; M; Polytechnic Institute of NYU; 87.42; 51.73; 58; George Kollios; 0VFi-vAAAAAJ; no_followup; Boston University; 2000; no_followup; no_followup
248; Heineman:George_T=; M; Columbia University; 22.53; 140.75; 2496; George T. Heineman; 5vAwdfoAAAAJ; no_followup; Worcester Polytechnic Institute; 1996; no_followup; no_followup
249; Baumgartner:Gerald; M; Purdue University; 38.27; 102.17; 1183; Gerald Baumgartner; pno6BrMAAAAJ; no_followup; Louisiana State University; 1997; no_followup; no_followup
250; Ciardo:Gianfranco; M; Duke University; 30.5; 71.14; 254; Gianfranco Ciardo; 8rmks2cAAAAJ; no_followup; UC Riverside; 1992; no_followup; no_followup
251; Valetto:Giuseppe; M; Columbia University; 22.53; 127.37; 715; Giuseppe (Peppo) Valetto; OeYEcWkAAAAJ; NOT TT; Drexel University; 2007; nan; NOT IN ACADEMIA
252; MacEwen:Glenn_H=; M; University of Toronto; 24.79; 101.86; 2035; Glenn H. MacEwen; nan; no_followup; Queens University; 1970; no_followup; no_followup
253; Reinman:Glenn; M; UC San Diego; 27.93; 17.82; 87; Glenn Reinman; 59zyQMYAAAAJ; no_followup; UCLA; 2001; no_followup; no_followup
254; Trajcevski:Goce; M; University of Illinois, Chicago; 79.33; 44.47; 1660; Goce Trajcevski; Avus2kcAAAAJ; NOT TT; Northwestern University; 2007; Electrical Engineering and Computer Science; Northwestern University
255; Toussaint:Godfried_T=; M; University of British Columbia; 51.75; 69.84; 1292; Godfried T. Toussaint; nan; no_followup; McGill University; 1972; no_followup; no_followup
256; Gupta:Gopal; M; University of North Carolina, Chapel Hill; 29.55; 125.87; 561; Gopal Gupta; -Jbd9DsAAAAJ; no_followup; University of Texas, Dallas; 1992; no_followup; no_followup
257; Cormack:Gordon_V=; M; University of Manitoba; 129.12; 67.81; 2380; Gordon V. Cormack; wFuZKaUAAAAJ; no_followup; University of Waterloo; 1981; no_followup; no_followup
258; Hirst:Graeme; M; Brown University; 21.92; 24.79; 2164; Graeme Hirst; VGdVdjwAAAAJ; no_followup; University of Toronto; 1984; no_followup; no_followup
259; Weddell:Grant_E=; M; University of Toronto; 24.79; 67.81; 2418; Grant E. Weddell; nan; no_followup; University of Waterloo; 1987; no_followup; no_followup
260; Rothermel:Gregg; M; Clemson University; 151.45; 130.66; 2021; Gregg Rothermel; 7XjL07wAAAAJ; no_followup; University of Nebraska, Lincoln; 1996; no_followup; no_followup
261; Bochmann:Gregor_von; M; McGill University; 69.84; 107.42; 1529; Gregor V. Bochmann; nTTn0TIAAAAJ; no_followup; University of Ottawa; 1972; no_followup; no_followup
262; Hager:Gregory_D=; M; University of Pennsylvania; 15.31; 26.3; 1086; Gregory D. Hager; nan; no_followup; Johns Hopkins University; 1991; no_followup; no_followup
263; Rawlins:Gregory_J=_E=; M; University of Waterloo; 67.81; 116.75; 1025; Gregory J. E. Rawlins; nan; no_followup; Indiana University; 1987; no_followup; no_followup
264; Andrews:Gregory_R=; M; University of Washington; 11.06; 40.57; 779; Gregory Andrews; 4LCdnkYAAAAJ; no_followup; University of Arizona; 1974; no_followup; no_followup
265; Cao:Guohong; M; Ohio State University; 42.17; 41.22; 1874; Guohong Cao; zD5ZfacAAAAJ; no_followup; Pennsylvania State University; 1999; no_followup; no_followup
266; Singh:Gurdip; M; State University of New York, Stony Brook; 36.01; 109.31; 1109; Gurdip Singh; nan; no_followup; Kansas State University; 1991; no_followup; no_followup
267; Hoover:H=_James; M; University of Toronto; 24.79; 86.24; 760; Jim Hoover; nan; no_followup; University of Alberta; 1987; no_followup; no_followup
268; Aydin:Hakan; M; University of Pittsburgh; 46.81; 97.34; 899; Hakan Aydin; nan; no_followup; George Mason University; 2001; no_followup; no_followup
269; Zhuang:Hanqi; M; Florida Atlantic University; 131.2; 131.2; 751; Hanqi Zhuang; GaLP1jkAAAAJ; no_followup; Florida Atlantic University; 1989; no_followup; no_followup
270; Zhang:Hantao; M; Rensselaer Polytechnic Institute; 79.68; 87.49; 1145; Hantao Zhang; nan; no_followup; University of Iowa; 1988; no_followup; no_followup
271; Balakrishnan:Hari; M; UC Berkeley; 2.31; 3.52; 1197; Hari Balakrishnan; Qf4bw4UAAAAJ; no_followup; MIT; 1998; no_followup; no_followup
272; Kalva:Hari; M; Columbia University; 22.53; 131.2; 748; Hari Kalva; FO1NbXUAAAAJ; no_followup; Florida Atlantic University; 2003; no_followup; no_followup
273; Gabow:Harold_N=; M; Stanford University; 2.23; 68.17; 420; Harold N. (Hal) Gabow; nan; no_followup; University of Colorado, Boulder; 1973; no_followup; no_followup
274; Lewis:Harry_R=; M; Harvard University; 6.12; 6.12; 964; Harry Lewis; nan; no_followup; Harvard University; 1974; no_followup; no_followup
275; Siy:Harvey_P=; M; University of Maryland, College Park; 28.65; 179.97; 1421; Harvey Siy; nan; Associate Professor; University of Nebraska, Omaha; 2005; Computer Science; University of Nebraska, Omaha
276; M=uuml=ller:Hausi_A=; M; Rice University; 16.44; 137.87; 1725; Hausi A. Muller; 8hyNFkYAAAAJ; no_followup; University of Victoria; 1986; no_followup; no_followup
277; Siegelmann:Hava_T=; F; Rutgers University; 40.46; 26.95; 358; Hava Siegelmann; A2fiOI0AAAAJ; no_followup; University of Massachusetts, Amherst; 2001; no_followup; no_followup
278; Garcia=Molina:Hector; M; Stanford University; 2.23; 2.23; 2465; Hector Garcia-Molina; bAa___kAAAAJ; no_followup; Stanford University; 1979; no_followup; no_followup
279; Levesque:Hector_J=; M; University of Toronto; 24.79; 24.79; 2168; Hector J. Levesque; nan; no_followup; University of Toronto; 1984; no_followup; no_followup
280; Casanova:Henri; M; University of Tennessee, Knoxville; 119.03; 154.88; 1072; Henri Casanova; lt3K0RcAAAAJ; no_followup; University of Hawaii, Manoa; 2005; no_followup; no_followup
281; Korth:Henry_F=; M; Princeton University; 9.32; 76.47; 1152; Henry F. Korth; nan; no_followup; Lehigh University; 1983; no_followup; no_followup
282; Gupta:Himanshu; M; Stanford University; 2.23; 36.01; 2285; Himanshu Gupta; gMaqs9cAAAAJ; no_followup; State University of New York, Stony Brook; 2002; no_followup; no_followup
283; Siegel:Howard_Jay; M; Princeton University; 9.32; 124.6; 466; H. J. Siegel; C1wrYy4AAAAJ; no_followup; Colorado State University; 1976; no_followup; no_followup
284; Abdel=Wahab:Hussein_M=; M; University of Waterloo; 67.81; 142.05; 1803; Hussein M. Abdel-Wahab; nan; no_followup; Old Dominion University; 1977; no_followup; no_followup
285; Yen:I=Ling; F; University of Houston; 64.97; 125.87; 578; I-Ling Yen; nan; no_followup; University of Texas, Dallas; 1992; no_followup; no_followup
286; Goldberg:Ian; M; UC Berkeley; 2.31; 67.81; 2384; Ian Goldberg; nan; no_followup; University of Waterloo; 2006; no_followup; no_followup
287; Matta:Ibrahim; M; University of Maryland, College Park; 28.65; 51.73; 59; Ibrahim Matta; _mj1-BQAAAAJ; no_followup; Boston University; 1995; no_followup; no_followup
288; Markov:Igor_L=; M; UCLA; 17.82; 29.37; 1395; Igor Markov; CHIZtZAAAAAJ; no_followup; University of Michigan; 2000; no_followup; no_followup
289; Dhillon:Inderjit_S=; M; UC Berkeley; 2.31; 19.44; 526; Inderjit Dhillon; xBv5ZfkAAAAJ; no_followup; University of Texas, Austin; 1999; no_followup; no_followup
290; Rhee:Injong; M; University of North Carolina, Chapel Hill; 29.55; 81.9; 1594; Injong Rhee; eJ5nA0kAAAAJ; no_followup; North Carolina State University; 1997; no_followup; no_followup
291; Lee:Insup; M; University of Wisconsin, Madison; 14.12; 15.31; 470; Insup Lee; kBGGEjUAAAAJ; no_followup; University of Pennsylvania; 1983; no_followup; no_followup
292; Kakadiaris:Ioannis_A=; M; University of Pennsylvania; 15.31; 64.97; 1898; Ioannis Kakadiaris; 36SCzI0AAAAJ; no_followup; University of Houston; 1997; no_followup; no_followup
293; Stoica:Ion; M; Carnegie Mellon University; 9.28; 2.31; 119; Ion Stoica; vN-is70AAAAJ; no_followup; UC Berkeley; 2000; no_followup; no_followup
294; Swan_II:J=_Edward; M; Ohio State University; 42.17; 146.44; 1436; J. Edward Swan II; nan; no_followup; Mississippi State University; 2004; no_followup; no_followup
295; Moss:J=_Eliot_B=; M; MIT; 3.52; 26.95; 356; J Eliot Moss; nan; no_followup; University of Massachusetts, Amherst; 1985; no_followup; no_followup
296; Morrisett:J=_Gregory; M; Carnegie Mellon University; 9.28; 6.12; 966; John Morrisett; Dswus94AAAAJ; no_followup; Harvard University; 1996; no_followup; no_followup
297; Flanagan:J=_Kelly; M; Brigham Young University; 166.53; 166.53; 96; J. Kelly Flanagan; nan; no_followup; Brigham Young University; 1993; no_followup; no_followup
298; Beveridge:J=_Ross; M; University of Massachusetts, Amherst; 26.95; 124.6; 449; J. Ross Beveridge; pAI5S50AAAAJ; no_followup; Colorado State University; 1993; no_followup; no_followup
299; Dongarra:Jack_J=; M; University of New Mexico; 81.65; 119.03; 1625; Jack J. Dongarra; X4SbSTAAAAAJ; no_followup; University of Tennessee, Knoxville; 1989; no_followup; no_followup
300; Davidson:Jack_W=; M; University of Arizona; 40.57; 38.11; 648; Jack Davidson; nan; no_followup; University of Virginia; 1982; no_followup; no_followup
301; Slonim:Jacob; M; Kansas State University; 109.31; 139.97; 611; Jacob Slonim; nan; no_followup; Dalhousie University; 1986; no_followup; no_followup
302; Carbonell:Jaime_G=; M; Yale University; 9.98; 9.28; 178; Jaime Cardonell; nan; no_followup; Carnegie Mellon University; 1979; no_followup; no_followup
303; Navlakha:Jainendra_K=; M; Case Western Reserve University; 70.82; 146.92; 791; Jainendra K. Navlakha; nan; no_followup; Florida International University; 1978; no_followup; no_followup
304; Hendler:James_A=; M; Brown University; 21.92; 79.68; 2062; James A. Hendler; JNPbTdIAAAAJ; no_followup; Rensselaer Polytechnic Institute; 1986; no_followup; no_followup
305; Landay:James_A=; M; Carnegie Mellon University; 9.28; 11.06; 2302; James Landay; oQsObk0AAAAJ; no_followup; University of Washington; 1997; no_followup; no_followup
306; Aspnes:James; M; Carnegie Mellon University; 9.28; 9.98; 2525; James Aspnes; 1HYDaVIAAAAJ; no_followup; Yale University; 1993; no_followup; no_followup
307; Heliotis:James_E=; M; University of Rochester; 25.64; 181.68; 2136; James Heliotis; nan; no_followup; Rochester Institute of Technology; 1984; no_followup; no_followup
308; Allen:James_F=; M; University of Toronto; 24.79; 25.64; 2101; James Allen; FzzeDG4AAAAJ; no_followup; University of Rochester; 1979; no_followup; no_followup
309; Cremer:James_F=; M; Cornell University; 8.29; 87.49; 1133; James F. Cremer; nan; no_followup; University of Iowa; 1992; no_followup; no_followup
310; Kurose:James_F=; M; Columbia University; 22.53; 26.95; 350; James Kurose; ogj8ppAAAAAJ; no_followup; University of Massachusetts, Amherst; 1984; no_followup; no_followup
311; Martin:James_H=; M; UC Berkeley; 2.31; 68.17; 413; James H. Martin; ZVxO6IIAAAAJ; no_followup; University of Colorado, Boulder; 1989; no_followup; no_followup
312; Hahn:James_K=; M; Ohio State University; 42.17; 87.19; 923; James K. Hahn; nan; no_followup; George Washington University; 1989; no_followup; no_followup
313; Bieman:James_M=; M; University of Louisiana, Lafayette; 100.62; 124.6; 450; James M. Bieman; PbQ8dzsAAAAJ; no_followup; Colorado State University; 1984; no_followup; no_followup
314; Cohoon:James_P=; M; University of Minnesota, Minneapolis; 38.94; 38.11; 647; James Cohoon; 0iJRaawAAAAJ; no_followup; University of Virginia; 1983; no_followup; no_followup
315; Cordy:James_R=; M; University of Toronto; 24.79; 101.86; 2033; James R. Cordy; t7IssBgAAAAJ; no_followup; Queens University; 1985; no_followup; no_followup
316; Riely:James; M; University of North Carolina, Chapel Hill; 29.55; 174.47; 676; James Riely; P_76K3wAAAAJ; no_followup; DePaul University; 1999; no_followup; no_followup
317; Collofello:James_S=; M; Northwestern University; 44.47; 108.72; 9; James S. Collofello; nan; no_followup; Arizona State University; 1979; no_followup; no_followup
318; Plank:James_S=; M; Princeton University; 9.32; 119.03; 1629; James Plank; nan; no_followup; University of Tennessee, Knoxville; 1993; no_followup; no_followup
319; Davis:James_W=; M; MIT; 3.52; 42.17; 1749; Jim Davis; Jd6nw80AAAAJ; no_followup; Ohio State University; 2000; no_followup; no_followup
320; Chomicki:Jan; M; Rutgers University; 40.46; 82.16; 2240; Jan Chomicki; twwFv3QAAAAJ; no_followup; State University of New York, Buffalo; 1990; no_followup; no_followup
321; Allbeck:Jan_M=; F; University of Pennsylvania; 15.31; 97.34; 897; Jan M. Allbeck; nan; Associate Professor; George Mason University; 2009; Computer Science; George Mason University
322; Kosecka:Jana; F; University of Pennsylvania; 15.31; 97.34; 905; Jana Kosecka; sQ6l4sMAAAAJ; no_followup; George Mason University; 1999; no_followup; no_followup
323; Glasgow:Janice_I=; F; University of Waterloo; 67.81; 101.86; 2034; Janice Glasgow; nan; no_followup; Queens University; 1981; no_followup; no_followup
324; Gryz:Jarek; M; University of Maryland, College Park; 28.65; 145.24; 2551; Jarek Gryz; LcD8HZcAAAAJ; no_followup; York University; 1997; no_followup; no_followup
325; Cong:Jason; M; University of Illinois, Urbana Champaign; 13.43; 17.82; 78; Jason Cong; UVGe0gQAAAAJ; no_followup; UCLA; 1990; no_followup; no_followup
326; Jue:Jason_P=; M; UC Davis; 61.39; 125.87; 565; Jason P. Jue; nan; no_followup; University of Texas, Dallas; 1999; no_followup; no_followup
327; Singh:Jaswinder_Pal; M; Stanford University; 2.23; 9.32; 1978; Jaswinder Singh; nan; no_followup; Princeton University; 1995; no_followup; no_followup
328; Aslam:Javed_A=; M; MIT; 3.52; 163.79; 1633; Javed A. Aslam; -spRnaQAAAAJ; no_followup; Northeastern University; 1996; no_followup; no_followup
329; Brockman:Jay_B=; M; Carnegie Mellon University; 9.28; 98.8; 1683; Jay Brockman; bnoxnFwAAAAJ; no_followup; University of Notre Dame; 1992; no_followup; no_followup
330; Gallier:Jean_H=; M; UCLA; 17.82; 15.31; 469; Jean Gallier; kYK4tvsAAAAJ; no_followup; University of Pennsylvania; 1978; no_followup; no_followup
